full_name,final_score,occupation,hometown,city,state,state_id,archive_info,date,dt_indx,id_x,created_at,favorite_count,retweet_count,anecdote,text,game_info_flg,winner_flg,gender,clean_text,answer_number,job,final_job_category
Amy Hart,250,a latent print examiner originally,"Chicago, Illinois",Chicago,Illinois,IL,J! Archive - Show #7285,2016-04-22,2,723653414777843713,2016-04-22 23:23:13,12,2,My kid wants to split the winnings,"4/22/16:
""I worked in Japan for 15 years""
""My kid wants to split the winnings""
""I belly danced in Greece""
#Jeopardy https://t.co/IwnqGY9HAN",True,0,female,My kid wants to split the winnings,answer2,latent print examiner originally,unemployed
Jen Kadzie,9199,a technical service manager,"Chicago, Illinois",Chicago,Illinois,IL,J! Archive - Show #7263,2016-03-23,2,712783462311280641,2016-03-23 23:29:54,41,28,I was haunted by an ice bucket,"3/23/16
""I visit cemeteries for genealogy""
""I was haunted by an ice bucket""
""My man &amp; I share an ancestor""
#Jeopardy https://t.co/aY8tStebCi",True,0,female,I was haunted by an ice bucket,answer2,technical service manager,manager
Gwen Niksic,399,a major account manager originally,"Chicago, Illinois",Chicago,Illinois,IL,J! Archive - Show #7260,2016-03-18,1,713502241580142592,2016-03-25 23:06:05,25,13,My grandpa gave me prohibition booze.,"3/18/16:
""I ran from Tom Hanks.""
""I found human bones in Cyprus.""
""My grandpa gave me prohibition booze.""
#Jeopardy https://t.co/APS7EdZWy4",True,0,female,My grandpa gave me prohibition booze.,answer3,major account manager originally,unemployed
Gwen Niksic,14000,a major account manager originally,"Chicago, Illinois",Chicago,Illinois,IL,J! Archive - Show #7259,2016-03-17,3,713139872672800769,2016-03-24 23:06:09,14,2,I worked in cow reproduction,"3/17/16
""I worked in cow reproduction""
""I did sound for presidents""
""My dog ate my food during Jeopardy""
#Jeopardy https://t.co/fdFBIQhIzi",True,1,female,I worked in cow reproduction,answer1,major account manager originally,unemployed
Maria Santonato,12201,a marketing project manager,"Chicago, Illinois",Chicago,Illinois,IL,J! Archive - Show #7241,2016-02-22,2,701924548346777600,2016-02-23 00:20:28,30,8,I ran on the Indy 500 racetrack,"2/22/16:
""I teach where my father taught""
""I ran on the Indy 500 racetrack""
""I had a brain tumor removed""
#Jeopardy https://t.co/cwbcud0oao",True,0,female,I ran on the Indy 500 racetrack,answer2,marketing project manager,manager
Erik Johns,0,a marketing manager,"Chicago, Illinois",Chicago,Illinois,IL,J! Archive - Show #7203,2015-12-30,2,682355088829059073,2015-12-31 00:18:25,8,2,I was paid to write about beer.,"12/30/15:
""I walked 50 miles in a day.""
""I was paid to write about beer.""
""I collect autographs.""
#Jeopardy https://t.co/pPj8YEFwxP",True,0,male,I was paid to write about beer.,answer2,marketing manager,manager
Seth Birnbaum,1,a marketing manager,"Seattle, Washington",Seattle,Washington,WA,J! Archive - Show #7928,2019-02-13,3,1095836795940544512,2019-02-14 00:07:06,13,2,I'm a founding member of the Original Seattle Pizza Society.,"2/13/19:
""I'm a founding member of the Original Seattle Pizza Society.""
""I find things with a GPS in geocaching.""
""I lettered in high school cross country and bowling.""
#Jeopardy https://t.co/H2uKgQHkZX",True,0,male,Im a founding member of the Original Seattle Pizza Society.,answer1,marketing manager,manager
Christina Pulawski,2799,a fund raising professional and consultant,"Chicago, Illinois",Chicago,Illinois,IL,J! Archive - Show #7199,2015-12-24,3,680178685727641600,2015-12-25 00:10:10,11,3,Our wedding gifts were car parts,"12/24/15:
""Our wedding gifts were car parts""
""I quit to be an at-home dad""
""I was on India's Mastermind""
#Jeopardy https://t.co/qTqF9bauFu",True,0,female,Our wedding gifts were car parts,answer1,fund raising professional consultant,consultant
Joyce Hshieh,1600,an actress and writer,"Chicago, Illinois",Chicago,Illinois,IL,J! Archive - Show #7184,2015-12-03,1,672578509307568128,2015-12-04 00:49:47,20,4,I want to visit the Harry Potter park,"12/3/15:
""I watch Jeopardy! with grandpa""
""I'm a Goldeneye champ""
""I want to visit the Harry Potter park""
#Jeopardy https://t.co/NRRHh7unQ4",True,1,female,I want to visit the Harry Potter park,answer3,actress writer,writer
Joyce Hshieh,12801,an actress and writer,"Chicago, Illinois",Chicago,Illinois,IL,J! Archive - Show #7183,2015-12-02,1,672215513624391680,2015-12-03 00:47:22,18,7,I acted in a cheap film.,"12/2/15:
""I work in railroads.""
""My sister made Muppets of me and my husband.""
""I acted in a cheap film.""
#Jeopardy https://t.co/kj1QfDzMKw",True,1,female,I acted in a cheap film.,answer3,actress writer,writer
Joyce Hshieh,18401,an actress and writer,"Chicago, Illinois",Chicago,Illinois,IL,J! Archive - Show #7182,2015-12-01,1,672939910853058560,2015-12-05 00:45:52,12,2,I played piano at a nursing home.,"12/1/15:
""My family fooled around a lot.""
""I sang lullabies in Greek.""
""I played piano at a nursing home.""
#Jeopardy https://t.co/hgnu9vtSMA",True,1,female,I played piano at a nursing home.,answer3,actress writer,writer
Joyce Hshieh,8201,an actress and writer,"Chicago, Illinois",Chicago,Illinois,IL,J! Archive - Show #7181,2015-11-30,3,671483663826231296,2015-12-01 00:19:15,25,10,I turned my home into Hogwarts,"11/30/15
""I turned my home into Hogwarts""
""I hugged Alex in many dreams""
""I played in bar bands as a teen""
#Jeopardy https://t.co/ZLtKfAFEeQ",True,1,female,I turned my home into Hogwarts,answer1,actress writer,writer
Matt Keeshin,1000,an analyst,"Chicago, Illinois",Chicago,Illinois,IL,J! Archive - Show #7176,2015-11-23,3,668951179280441344,2015-11-24 00:36:04,9,2,I played blues harmonica.,"11/23/15:
""I played blues harmonica.""
""I produce TV ad music.""
""My husband &amp; I swam with Hawaiian sharks.""
#Jeopardy https://t.co/MQD9M6bY8X",True,0,male,I played blues harmonica.,answer1,analyst,analyst
Tony Orcutt,16399,an analyst,"Seattle, Washington",Seattle,Washington,WA,J! Archive - Show #7331,2016-06-27,3,747567389244436481,2016-06-27 23:08:49,12,4,I'm a big @Schwarzenegger fan.,"6/27/16:
""I'm a big @Schwarzenegger fan.""
""I want to read all Dickens works.""
""I met my wife on a $1 bet.""
#Jeopardy https://t.co/ZvMPUm9imu",True,0,male,Im a big Schwarzenegger fan.,answer1,analyst,analyst
Ali Palmer,1200,an analyst,"Portland, Oregon",Portland,Oregon,OR,J! Archive - Show #6924,2014-10-23,1,525459885803069440,2014-10-24 01:32:54,2,2,I gambled at every Vegas table,"10/23/14
""I wanted to call the Yankees""
""I collect Little Prince versions""
""I gambled at every Vegas table""
#Jeopardy http://t.co/JDIMIO5m37",True,0,male,I gambled at every Vegas table,answer3,analyst,analyst
Ali Palmer,16300,an analyst,"Portland, Oregon",Portland,Oregon,OR,J! Archive - Show #6923,2014-10-22,2,525070203621629952,2014-10-22 23:44:26,1,0,I hitchhiked for @RealMeatLoaf,"10/22/14:
""Someone stole my low-gas car""
""I hitchhiked for @RealMeatLoaf""
""I want to see @CricketWorldCup""
#Jeopardy http://t.co/LzAko8Asme",True,1,male,I hitchhiked for Real Meat Loaf,answer2,analyst,analyst
Ali Palmer,16300,an analyst,"Portland, Oregon",Portland,Oregon,OR,J! Archive - Show #6923,2014-10-22,2,525049124630978560,2014-10-22 22:20:40,2,1,I won Ben Wallace afro contest,"10/22/14
""I teach sports management""
""I won Ben Wallace afro contest""
""I bought from Bernie Williams""
#SportsJeopardy http://t.co/2iyFAq8kFV",True,1,male,I won Ben Wallace afro contest,answer2,analyst,analyst
Zach Heinen,5400,an analyst,"Burnsville, Minnesota",Burnsville,Minnesota,MN,J! Archive - Show #7660,2017-12-22,3,944358663623512064,2017-12-23 00:07:05,15,1,I am the Chief Taco Officer at work.,"12/22/17:
""I am the Chief Taco Officer at work.""
""I met my husband doing college radio.""
""I track political advertising spending.""
#Jeopardy https://t.co/9Dbkumjzpp",True,0,male,I am the Chief Taco Officer at work.,answer1,analyst,analyst
Alex Jacob,18700,a currency trader,"Chicago, Illinois",Chicago,Illinois,IL,J! Archive - Show #7175,2015-11-20,2,667861384470863872,2015-11-21 00:25:36,29,12,"Thanks friends, family &amp; Twitter","11/20/15
""I love working with @CASANH""
""Thanks friends, family &amp; Twitter""
""Thanks to my teachers""
#Jeopardy #ToC2015 https://t.co/Mo4uXaPkY9",True,1,male,"Thanks friends, family and Twitter",answer2,currency trader,accounting/ business/ finance
Alex Jacob,29600,a currency trader,"Chicago, Illinois",Chicago,Illinois,IL,J! Archive - Show #7174,2015-11-19,2,667499434889080832,2015-11-20 00:27:21,18,5,My wife helped me study,"11/19/15:
""I studied history &amp; geography""
""My wife helped me study""
""My roommates supported me""
#Jeopardy #ToC2015 https://t.co/zLVWyVbJUJ",True,1,male,My wife helped me study,answer2,currency trader,accounting/ business/ finance
Alex Jacob,28200,a currency trader,"Chicago, Illinois",Chicago,Illinois,IL,J! Archive - Show #7172,2015-11-17,1,667131684337270784,2015-11-19 00:06:02,13,6,My brother's friend thought he was on,"11/17/15:
""Alex misidentified my city""
""I'm an American in Canada""
""My brother's friend thought he was on""
#Jeopardy https://t.co/7BQErvh2VS",True,1,male,My brothers friend thought he was on,answer3,currency trader,accounting/ business/ finance
Alex Jacob,28200,a currency trader,"Chicago, Illinois",Chicago,Illinois,IL,J! Archive - Show #7172,2015-11-17,1,666769296631009280,2015-11-18 00:06:02,12,4,I practiced with a TP rod.,"11/17/15:
""I'm talking at my college reunion.""""
""Boston bars put me on TV.""
""I practiced with a TP rod.""
#Jeopardy https://t.co/NGk3qzZy2g",True,1,male,I practiced with a TP rod.,answer3,currency trader,accounting/ business/ finance
Alex Jacob,26657,a currency trader,"Chicago, Illinois",Chicago,Illinois,IL,J! Archive - Show #7170,2015-11-13,1,665319664998723585,2015-11-14 00:05:43,24,3,We had a Jeopardy! rehearsal cake,"11/13/15:
""I look like Alex on High Rollers""
""A couple recognized me""
""We had a Jeopardy! rehearsal cake""
#Jeopardy https://t.co/P76Qx5c084",True,1,male,We had a Jeopardy rehearsal cake,answer3,currency trader,accounting/ business/ finance
Alex Jacob,15999,a currency trader,"Chicago, Illinois",Chicago,Illinois,IL,J! Archive - Show #7051,2015-04-20,1,590291308092084224,2015-04-20 23:09:49,11,3,I met my fiancée at smart camp,"4/20/15
""I flew an Air Force Osprey""
""I wrote about women mystery writers""
""I met my fiancée at smart camp""
#Jeopardy http://t.co/2EV31ppzaD",True,0,male,I met my fiancée at smart camp,answer3,currency trader,accounting/ business/ finance
Alex Jacob,20401,a currency trader,"Chicago, Illinois",Chicago,Illinois,IL,J! Archive - Show #7050,2015-04-17,1,589217116231835648,2015-04-18 00:01:22,13,5,I always wanted to be a contestant,"4/17/15:
""I met my wife online""
""I took a breathalyzer for laughing""
""I always wanted to be a contestant""
#Jeopardy http://t.co/EoQNfUr0Kc",True,1,male,I always wanted to be a contestant,answer3,currency trader,accounting/ business/ finance
Alex Jacob,20000,a currency trader,"Chicago, Illinois",Chicago,Illinois,IL,J! Archive - Show #7049,2015-04-16,1,588845918859841536,2015-04-16 23:26:21,26,18,My parents are smart,"4/16/15
""I knitted 40 wool hats for my brother's unit""
""I was mistaken for a statue""
""My parents are smart""
#Jeopardy http://t.co/D8YHiOa6iH",True,1,male,My parents are smart,answer3,currency trader,accounting/ business/ finance
Alex Jacob,37201,a currency trader,"Chicago, Illinois",Chicago,Illinois,IL,J! Archive - Show #7048,2015-04-15,1,588489896676839424,2015-04-15 23:51:39,13,6,I play poker against celebs,"4/15/15
""I attended a Fidel Castro speech""
""I study Spanish medieval history""
""I play poker against celebs""
#Jeopardy http://t.co/FKtpHpT8MC",True,1,male,I play poker against celebs,answer3,currency trader,accounting/ business/ finance
Alex Jacob,22600,a currency trader,"Chicago, Illinois",Chicago,Illinois,IL,J! Archive - Show #7047,2015-04-14,1,588118677117079553,2015-04-14 23:16:33,26,10,I sing the alphabet backwards,"4/14/15
""I have a cruise port blog.""
""I went to a bachelor party yesterday""
""I sing the alphabet backwards""
#Jeopardy http://t.co/qyTXQnuhDV",True,1,male,I sing the alphabet backwards,answer3,currency trader,accounting/ business/ finance
Alex Jacob,26400,a currency trader,"Chicago, Illinois",Chicago,Illinois,IL,J! Archive - Show #7046,2015-04-13,1,587759275163852800,2015-04-13 23:28:25,35,26,I made an 8-year-old cry.,"4/13/15:
""I've spent 30 weekends with my sister.""
""I was an artillery officer.""
""I made an 8-year-old cry.""
#Jeopardy http://t.co/2QfAeqKnpv",True,1,male,I made an 8-year-old cry.,answer3,currency trader,accounting/ business/ finance
Alex Jacob,23200,a currency trader,"Chicago, Illinois",Chicago,Illinois,IL,J! Archive - Show #7045,2015-04-10,3,586668977062948864,2015-04-10 23:15:58,5,3,I played poker and trade stocks for money.,"4/10/15:
""I played poker and trade stocks for money.""
""I have an identical twin.""
""I narrate blind books.""
#Jeopardy http://t.co/sYWpOPeyCd",True,1,male,I played poker and trade stocks for money.,answer1,currency trader,accounting/ business/ finance
Zelda Pulliam,1000,an income tax specialist,"Chicago, Illinois",Chicago,Illinois,IL,J! Archive - Show #7150,2015-10-16,2,655164864630005760,2015-10-16 23:34:10,21,12,I donated my kidney to my brother.,"10/16/15:
""I bowled in the White House.""
""I donated my kidney to my brother.""
""I whiplashed at a concert.""
#Jeopardy http://t.co/nbVoOX2pUj",True,0,female,I donated my kidney to my brother.,answer2,income tax specialist,misc government
Amanda Fieiras,3999,a registered nurse,"Chicago, Illinois",Chicago,Illinois,IL,J! Archive - Show #7134,2015-09-24,3,647187220839952384,2015-09-24 23:13:52,13,10,I jumped into freezing water.,"9/24/15:
""I jumped into freezing water.""
""I'm an enthusiastic fly fisherman.""
""I'm shopping for tractors.""
#Jeopardy http://t.co/m3Ee9mctVn",True,0,female,I jumped into freezing water.,answer1,registered nurse,misc healthcare
Cody Landis,4001,a registered nurse,"New York, New York",New York,New York,NY,J! Archive - Show #7832,2018-10-02,2,1047261866387542016,2018-10-02 23:07:40,12,2,Two volcanoes erupted after I scaled them.,"10/2/18:
""I didn't realize I was talking to a former Prime Minister.""
""Two volcanoes erupted after I scaled them.""
""I'm the third family member to audition and I'm the first to make it.""
#Jeopardy https://t.co/3fz9hHCa1f",True,0,mostly_male,Two volcanoes erupted after I scaled them.,answer2,registered nurse,misc healthcare
Liz Hutchens,0,a registered nurse,"Lake Wylie, South Carolina",Lake Wylie,South Carolina,SC,J! Archive - Show #7410,2016-11-25,2,802303130830598144,2016-11-26 00:09:07,8,2,"At 5, I crashed a snowmobile into snow.","11/25/16:
""I helped preserve a Moroccan language.""
""At 5, I crashed a snowmobile into snow.""
""I was charged at by impalas.""
#Jeopardy https://t.co/XcSS4IJ9yy",True,0,female,"At 5, I crashed a snowmobile into snow.",answer2,registered nurse,misc healthcare
Amy Ware,5,a registered nurse,"South Deerfield, Massachusetts",South Deerfield,Massachusetts,MA,J! Archive - Show #7342,2016-07-12,2,753003114677071872,2016-07-12 23:08:27,17,4,I smiled my way into a ballet,"7/12/16:
""I wore a dirndl at a German restaurant""
""I smiled my way into a ballet""
""I proposed via photos""
#Jeopardy https://t.co/ZK7kiYrysq",True,0,female,I smiled my way into a ballet,answer2,registered nurse,misc healthcare
Lauren Donahoo,10198,a tutor and recreation facilitator,"Chicago, Illinois",Chicago,Illinois,IL,J! Archive - Show #7111,2015-07-13,3,620739041651077121,2015-07-13 23:38:14,29,18,I corrected a penguin trainer,"7/13/15:
""I corrected a penguin trainer""
""Lester Bowie shot a gun over me""
""I was my dad's 40-year-old son""
#Jeopardy http://t.co/c1C3uMFoE1",True,0,mostly_female,I corrected a penguin trainer,answer1,tutor recreation facilitator,teacher
Amy Merrick,26001,a university instructor,"Chicago, Illinois",Chicago,Illinois,IL,J! Archive - Show #7091,2015-06-15,2,610593997938139137,2015-06-15 23:45:28,18,6,I played on the Bozo Show,"6/15/15:
""I lost my pants in hockey.""
""I played on the Bozo Show""
""I ran into a friendly iguana..""
#Jeopardy http://t.co/YYBtmQpWaq",True,0,female,I played on the Bozo Show,answer2,university instructor,teacher
Pat Kavanaugh,13000,a marketing content manager,"Chicago, Illinois",Chicago,Illinois,IL,J! Archive - Show #7040,2015-04-03,3,584132590677921792,2015-04-03 23:17:16,25,10,I rode the top of an elevator to get un-trapped.,"4/3/15:
""I rode the top of an elevator to get un-trapped.""
""I'm a Freemason.""
""I've lived at 38 addresses.""
#Jeopardy http://t.co/Wn9jKBVMRD",True,0,andy,I rode the top of an elevator to get un-trapped.,answer1,marketing content manager,manager
Michael Bilow,-1600,a Ph.D. student in computer science originally,"Chicago, Illinois",Chicago,Illinois,IL,J! Archive - Show #7038,2015-04-01,1,583405907419111425,2015-04-01 23:09:42,13,5,I worked on The Suite Life,"4/1/15
""I trailed classmates in the hall""
""I advocate for less-fortunate kids""
""I worked on The Suite Life""
#Jeopardy http://t.co/ryTsS80Nzu",True,0,male,I worked on The Suite Life,answer3,ph.d. student computer science originally,unemployed
Michael Bilow,57198,a Ph.D. student in computer science originally,"Chicago, Illinois",Chicago,Illinois,IL,J! Archive - Show #7037,2015-03-31,1,583045718253785089,2015-03-31 23:18:26,15,6,I hung from a ski lift,"3/31/15:
""I interviewed Stephen Colbert""
""I stayed in the wrong place for 2 weeks""
""I hung from a ski lift""
#Jeopardy http://t.co/CWuOwrG2jK",True,1,male,I hung from a ski lift,answer3,ph.d. student computer science originally,unemployed
